SID,SSID,SampleYear,Waterbody,SubSampleName,SubSampleDate,HoursEffort,Species,Len,Wt,Number,Age
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,216,190,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,227,292,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,252,255,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,250,235,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,185,75,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Green Sunfish,112,21,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,216,102,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,194,75,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,204,167,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Green Sunfish,134,50,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,151,64,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,184,74,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,187,121,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,218,164,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,188,181,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,204,170,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,191,125,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Green Sunfish,96,15,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,187,72,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,231,166,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,177,70,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,198,90,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,317,363,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,312,328,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,336,485,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,282,305,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,259,205,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,202,100,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,248,190,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,235,168,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,302,405,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,240,165,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,232,145,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,296,260,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,351,560,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,278,240,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,325,450,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,138,37,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,225,130,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,64,2,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,200,100,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,90,5,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,180,65,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,100,8,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,110,10,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,340,580,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,265,250,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,391,800,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,264,237,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,214,124,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,297,330,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,393,785,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,317,376,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,174,67,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,214,106,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,318,440,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,257,174,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,319,399,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,361,650,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,221,125,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,199,95,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,334,473,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,207,117,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,238,166,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,378,738,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,387,829,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,220,137,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,317,415,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Channel Catfish,576,2088,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,345,513,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,359,566,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,354,595,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,390,790,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,205,104,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,253,217,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,206,126,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,228,142,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,330,485,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,202,93,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,198,154,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,296,337,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,169,56,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,381,782,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,196,100,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,338,479,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,281,275,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,291,300,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,203,79,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,336,440,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,271,230,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,317,390,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,171,65,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,225,149,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,170,70,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,220,135,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,215,115,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,304,311,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,337,462,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,206,113,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,356,540,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,190,90,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,170,60,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,189,88,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,323,378,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,412,850,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Largemouth Bass,228,125,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,159,52,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,296,342,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,220,119,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,274,240,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,211,202,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,300,308,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,222,144,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,287,269,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,277,267,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,286,297,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,320,434,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,269,245,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,229,156,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,344,482,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,336,455,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,250,180,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,296,338,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,219,126,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,273,237,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,322,358,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,250,215,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,318,427,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,186,80,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,359,562,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,197,100,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,298,304,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,381,655,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,315,363,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,236,142,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,204,110,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,208,110,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,140,51,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,251,190,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,199,95,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,54,1,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,229,128,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,204,113,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,369,675,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,260,240,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,314,371,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,346,469,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,242,170,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,257,211,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,266,225,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,238,142,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,192,85,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,292,340,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,218,125,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,251,172,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,202,107,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,234,160,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,212,123,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,241,175,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,333,430,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,214,112,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,264,232,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,206,95,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,257,212,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,166,65,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,214,121,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,290,263,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,191,135,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,202,105,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,164,80,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,220,122,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,144,43,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Channel Catfish,506,1325,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,146,47,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,248,325,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Smallmouth Bass,176,74,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,143,52,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,190,137,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,143,41,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,137,44,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,192,124,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,202,165,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,138,45,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,127,43,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,153,78,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,201,160,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,156,84,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,198,146,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,213,175,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,145,56,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,194,131,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,136,45,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Yellow Bullhead,242,178,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Yellow Bullhead,211,124,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,154,60,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,136,42,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Bluegill,162,95,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Bluegill,173,112,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,148,55,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Yellow Bullhead,183,81,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,182,112,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,140,43,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Ozark Bass,155,72,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Yellow Bullhead,250,245,1,
2485,12211,1992,Crooked Creek,2,10/01/1992,1.372777778,Bluegill,111,25,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,146,55,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,145,62,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,200,162,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,139,45,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Flathead Catfish,391,650,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,218,190,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,215,200,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Channel Catfish,431,780,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Longear Sunfish,152,65,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Longear Sunfish,162,85,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,157,85,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,165,76,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,203,162,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,141,50,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,210,180,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,167,60,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,142,62,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,133,36,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,102,16,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,134,40,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,193,155,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,152,62,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,210,180,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,197,154,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,175,90,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,152,70,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,219,210,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,205,150,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,212,178,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,150,42,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,151,75,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,185,118,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,125,45,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,137,48,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,219,185,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,174,102,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,68,5,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Green Sunfish,131,50,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,197,140,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,140,38,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,189,140,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,131,40,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Longear Sunfish,150,72,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,225,220,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,209,195,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,198,155,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,192,130,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,143,55,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,193,135,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,133,40,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,153,70,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,135,40,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,158,72,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,202,165,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,210,180,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,163,85,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,222,174,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,183,125,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,141,48,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,193,145,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,148,56,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,140,50,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,168,95,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,200,155,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,146,48,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,150,62,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,143,62,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,212,170,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,204,145,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,218,208,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Yellow Bullhead,67,3,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,222,225,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,183,125,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,167,75,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,205,170,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,210,205,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,193,160,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,224,220,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,136,42,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,218,204,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Smallmouth Bass,329,430,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,209,207,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Ozark Bass,151,68,1,
2485,12212,1992,Crooked Creek,1,10/01/1992,1.644722222,Smallmouth Bass,346,472,1,
